cod_un_negocio,cod_pedido,cod_material,cod_material_pai,apresentacao_combo,dt_venda,dt_hora_venda,cod_ciclo,des_ciclo,marca_ind,categoria_final_nivel1,uf,regiao,des_cidade,vlr_receita_bruta_omni,vlr_receita_faturada,vlr_venda_pago,vlr_venda_desconto,status_oms,flg_faturada,flg_aprovada,des_canal_venda_final,fonte_de_trafego_nivel_1,des_midia_canal,des_cupom,flg_pedidos_cd,flg_pedidos_pickup,cpf_hash,cpf_consumidor_full
UN-6,PED-4239058445904807810,SKU-2649851243967795200,PAI-2649851243967795200,INDIVIDUAL,2022-11-09,2022-11-09T21:12:59,202216,REGULAR,MARCA-33,CAT-21,PE,NORDESTE,Caetés,0,,4.97,0,4. Cancelado,0,0,App,2. Não Pagos,google-play,CUPOM-313,1,,b11f500d10b67bf069c8346202593fb9,45904807810
UN-6,PED-6713606090965092723,SKU-727598014464864655,PAI-727598014464864655,INDIVIDUAL,2022-08-09,2022-08-09T22:36:45,202211,PAIS,MARCA-16,CAT-16,MA,NORDESTE,Cândido Mendes,0,,0,1.19,4. Cancelado,0,0,App,2. Não Pagos,google-play,CUPOM-313,1,,268ace2c0414d940bf1b99322817b9e7,30965092723
UN-6,PED-3842333747126445646,SKU-2735000219296410468,PAI-2735000219296410468,individual,2022-01-12,2022-01-12T22:45:03,202201,REGULAR,MARCA-16,CAT-2,SP,SUDESTE,São Paulo,,29.32,29.32,23.17,1. Faturado,1,1,Site,3. CRM,salesforce,CUPOM-313,,1,0979026c05b3d0b51cae82acb3524d96,27126445646
UN-6,PED-2819663136295469214,SKU-3799988785252389701,PAI-3799988785252389701,INDIVIDUAL,2022-12-05,2022-12-05T20:31:13,202217,NATAL,MARCA-35,CAT-19,PR,SUL,Maringá,0,53.67,0,5.75,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-299,1,,6608ec5f91d6007e89fc5cb8778343d2,46295469214
UN-6,PED-6236649011807586999,SKU-1455470664835078057,PAI-1455470664835078057,INDIVIDUAL,2022-11-11,2022-11-11T19:09:15,202216,REGULAR,MARCA-9,CAT-16,RR,NORTE,Boa Vista,0,0,0,25.13,1. Faturado,1,1,App,3. CRM,salesforce,CUPOM-313,1,,bc339823c2e847653949650b7620e454,21807586999
UN-0,PED-275722058404781430,SKU-6798232998804517258,PAI-6798232998804517258,INDIVIDUAL,2022-11-26,2022-11-26T16:29:49,202216,SEM INFO,MARCA-49,CAT-13,RJ,SUDESTE,Volta Redonda,0,25.91,25.91,6.48,1. Faturado,1,1,Site,4. Brand Awareness,bing,CUPOM-313,1,,52bcffa9d4f4b0a6dab3d6b4bcf4a3de,48404781430
UN-6,PED-5007724604894991672,SKU-2061360025583914980,PAI-2061360025583914980,individual,2022-05-25,2022-05-25T23:54:20,202208,NAMORADOS,MARCA-9,CAT-2,RJ,SUDESTE,Itaguaí,0,,38.81,10.08,4. Cancelado,0,0,Site,4. Brand Awareness,google,CUPOM-313,1,,7b8e0bfd71171b8946c1eba7ba01482e,54894991672
UN-9,PED-8963770573033059966,SKU-715749914015136457,PAI-715749914015136457,INDIVIDUAL,2022-11-25,2022-11-25T12:02:59,202213,REGULAR,MARCA-19,CAT-13,PR,SUL,Araucária,,,18.65,12.24,4. Cancelado,0,0,Site,1. Pagos,rakuten,CUPOM-313,,1,1d438dcd49e63336d8bf1dc852199bae,83033059966
UN-6,PED-8547186965883069474,SKU-7943490520749912157,PAI-8628662758692324658,COMBO,2022-09-14,2022-09-14T22:25:26,202213,REGULAR,MARCA-9,CAT-7,SP,SUDESTE,São Paulo,0,29.37,29.37,20.96,1. Faturado,1,1,Site,1. Pagos,livelo,CUPOM-313,1,,d4766be30c45779b7fbd53ea872add6b,15883069474
UN-6,PED-820535288649913596,SKU-3257379569093361019,PAI-3257379569093361019,individual,2022-11-02,2022-11-02T22:38:16,202216,REGULAR,MARCA-28,CAT-13,SP,SUDESTE,Tatuí,0,19.52,19.52,3.45,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-167,1,,9605f9401cec1acc5255f3dfb16f4bf5,78649913596
UN-6,PED-8269424590057204315,SKU-2591970365537675304,PAI-2591970365537675304,individual,2022-05-26,2022-05-26T21:46:00,202208,NAMORADOS,MARCA-9,CAT-2,MG,SUDESTE,Governador Valadares,,,38.81,10.08,4. Cancelado,0,0,App,3. CRM,Firebase,CUPOM-313,,,f50e4de30b16969a95317ab4f2819ad0,50057204315
UN-0,PED-318790289108256853,SKU-8695321051697465306,PAI-59105543194966604,COMBO,2022-05-11,2022-05-11T08:00:32,202207,SEM INFO,MARCA-44,CAT-3,RS,SUL,São Leopoldo,0,,23.03,0,4. Cancelado,0,0,Site,4. Brand Awareness,Facebook,CUPOM-313,1,,8d4a6562305493658232a7f8be84bd6f,39108256853
UN-6,PED-6179055098800395683,SKU-6902988859623591073,PAI-6902988859623591073,INDIVIDUAL,2022-12-13,2022-12-13T11:23:18,202217,NATAL,MARCA-30,CAT-13,PA,NORTE,Tucuruí,,,77.7,8.63,4. Cancelado,0,0,App,2. Não Pagos,google-play,CUPOM-313,,1,2fb8deff00b641963287fb91c590eac7,78800395683
UN-6,PED-5884656690112663833,SKU-5179719276085230670,PAI-5179719276085230670,individual,2022-02-15,2022-02-15T22:25:48,202203,REGULAR,MARCA-31,CAT-7,MG,SUDESTE,Belo Horizonte,,25.86,25.86,10.07,1. Faturado,1,1,App,4. Brand Awareness,google,CUPOM-313,,1,1c1e92f036588f60586d2252e24f5c6d,40112663833
UN-6,PED-4836700285350947220,SKU-3135323234410798635,PAI-3135323234410798635,INDIVIDUAL,2022-05-18,2022-05-18T11:59:01,202207,REGULAR,MARCA-0,CAT-9,RN,NORDESTE,Pau dos Ferros,0,68.98,68.98,0,1. Faturado,1,1,App,2. Não Pagos,(direct),CUPOM-313,1,,cff9d259c9475e95b3793d675d1a5f12,35350947220
UN-6,PED-3391047767639440350,SKU-8062651157549202263,PAI-8062651157549202263,INDIVIDUAL,2022-11-23,2022-11-23T22:55:07,202216,REGULAR,MARCA-9,CAT-13,RS,SUL,Pelotas,0,17.93,17.93,5.04,1. Faturado,1,1,App,2. Não Pagos,(direct),CUPOM-313,1,,20e31d7cc421b509fdc1c4c78f35d655,57639440350
UN-6,PED-7412219550728944883,SKU-6153316741828395178,PAI-6153316741828395178,INDIVIDUAL,2022-10-18,2022-10-18T20:22:56,202215,REGULAR,MARCA-4,CAT-10,SP,SUDESTE,São Paulo,0,44.52,44.52,4.3,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-313,1,,3a8f63ccf7808a573f88894ddacd05bd,10728944883
UN-6,PED-7199386833327078321,SKU-1258276580071317546,PAI-1258276580071317546,INDIVIDUAL,2022-10-26,2022-10-26T10:33:22,202215,REGULAR,MARCA-46,CAT-7,PR,SUL,Carambeí,0,43.13,43.13,0,1. Faturado,1,1,Site,5. Outros,,CUPOM-313,1,,c095df41e579f69974f712643e502c96,13327078321
UN-6,PED-3507158157464791255,SKU-546366350474759108,PAI-546366350474759108,individual,2022-03-24,2022-03-24T02:44:12,202204,REGULAR,MARCA-14,CAT-15,RS,SUL,Seberi,0,97.13,97.13,0,1. Faturado,1,1,Mktp Out,5. Outros,,CUPOM-313,1,,21377dfc5663419ba2ebe13da145ac3a,97464791255
UN-6,PED-1575013108340813611,SKU-8758032450904461516,PAI-8758032450904461516,INDIVIDUAL,2022-11-12,2022-11-12T17:07:28,202216,REGULAR,MARCA-28,CAT-13,PE,NORDESTE,Escada,,27.59,27.59,29.94,1. Faturado,1,1,App,3. CRM,salesforce,CUPOM-313,,1,7a24594933751b43a4042262fca9e980,68340813611
UN-0,PED-118327066686383874,SKU-538976463392239448,PAI-538976463392239448,INDIVIDUAL,2022-04-03,2022-04-03T19:43:16,202205,SEM INFO,MARCA-27,CAT-13,SP,SUDESTE,São José dos Campos,0,42.62,42.62,10.65,1. Faturado,1,1,Site,2. Não Pagos,google,CUPOM-135,1,,f9050c425667c10ecc3de8ad744096b7,26686383874
UN-6,PED-6749272274388177617,SKU-3159324792879899010,PAI-1586246198989521804,COMBO,2022-12-03,2022-12-03T15:01:51,202217,NATAL,MARCA-7,CAT-3,MT,CENTRO OESTE,Sapezal,,27.29,27.29,0,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-313,,1,b044d13c05c770bdfa21edb900dcc303,24388177617
UN-6,PED-7483313917765806642,SKU-4488532026587681237,PAI-4488532026587681237,individual,2022-08-05,2022-08-05T09:04:18,202211,PAIS,MARCA-9,CAT-7,SP,SUDESTE,Indaiatuba,,35.93,35.93,12.96,1. Faturado,1,1,App,2. Não Pagos,(direct),CUPOM-313,,,17804f0143cbae6570c1f25df7b6b537,47765806642
UN-9,PED-289185712305976513,SKU-4673613616651617266,PAI-4673613616651617266,INDIVIDUAL,2022-10-28,2022-10-28T13:19:17,202212,REGULAR,MARCA-19,CAT-13,SP,SUDESTE,Itapevi,0,,35.09,12.36,4. Cancelado,0,0,Mktp GB,3. CRM,salesforce,CUPOM-416,1,,c092911da10d21ef1fc71ccadf9b3840,62305976513
UN-6,PED-3378659930906137366,SKU-6615320541781874732,PAI-6615320541781874732,INDIVIDUAL,2022-11-22,2022-11-22T16:38:48,202216,REGULAR,MARCA-9,CAT-3,SC,SUL,Paulo Lopes,0,28.73,28.73,7.2,1. Faturado,1,1,App,3. CRM,salesforce,CUPOM-433,1,,389ced95cb759401561967b47428d5eb,90906137366
UN-6,PED-199861401066913957,SKU-1708445221111596743,PAI-1708445221111596743,INDIVIDUAL,2022-01-31,2022-01-31T20:23:55,202202,REGULAR,MARCA-9,CAT-13,MS,CENTRO OESTE,Campo Grande,0,54.59,48.89,0,1. Faturado,1,1,Site,1. Pagos,rakuten,CUPOM-313,1,,f687284d4063ea4d86f05dd7a781ff88,31066913957
UN-6,PED-7435349313800265781,SKU-1089324018301313558,PAI-1089324018301313558,INDIVIDUAL,2022-07-11,2022-07-11T00:21:43,202210,REGULAR,MARCA-30,CAT-13,RJ,SUDESTE,Nilópolis,0,43.13,43.13,43.2,1. Faturado,1,1,App,1. Pagos,google,CUPOM-272,1,,6a78fb04aa3b5af5f7799ad03068da75,43800265781
UN-6,PED-3646194170335553738,SKU-2069127552451517857,PAI-9070209129940430252,combo,2022-05-01,2022-05-01T18:27:43,202206,MAES,MARCA-7,CAT-3,SP,SUDESTE,São Paulo,0,,28.73,0,4. Cancelado,0,0,Site,1. Pagos,rakuten,CUPOM-313,1,,0b78b0d7234c004fc13104b17a609a53,60335553738
UN-6,PED-1285776347878187907,SKU-4837359425336363312,PAI-4837359425336363312,INDIVIDUAL,2022-12-22,2022-12-22T21:48:19,202217,NATAL,MARCA-31,CAT-15,SP,SUDESTE,Mogi das Cruzes,0,100.73,100.73,0,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-313,1,,006864f8f5759ab8cec7eec09391a0a4,87878187907
UN-6,PED-617476275614326220,SKU-1202848711477452245,PAI-5007558282935643260,COMBO,2022-02-14,2022-02-14T20:44:10,202203,REGULAR,MARCA-9,CAT-3,SP,SUDESTE,São José dos Campos,0,25.85,25.85,6.71,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-313,1,,9b338192daa4a04e333b16d47285a452,55614326220
UN-6,PED-7813012243793518201,SKU-4916101792828017339,PAI-4916101792828017339,INDIVIDUAL,2022-11-27,2022-11-27T17:59:55,202216,REGULAR,MARCA-9,CAT-19,SP,SUDESTE,Santos,,26.48,26.48,13.05,1. Faturado,1,1,Site,1. Pagos,zanox,CUPOM-313,,,dbf94a1e9b410f0d347c36005d025c07,23793518201
UN-6,PED-4556019755591939377,SKU-8451407577323604414,PAI-8451407577323604414,INDIVIDUAL,2022-11-07,2022-11-07T09:15:12,202216,REGULAR,MARCA-36,CAT-16,PR,SUL,Curitiba,0,0,0,32.33,1. Faturado,1,1,Mktp In,5. Outros,,CUPOM-313,1,,025efb6203f60c488922438c064a934f,75591939377
UN-9,PED-7844702482089452113,SKU-8958941597870604397,PAI-8958941597870604397,INDIVIDUAL,2022-02-15,2022-02-15T15:59:36,202203,REGULAR,MARCA-19,CAT-13,SC,SUL,Jaraguá do Sul,0,16.57,14.64,9.76,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-313,1,,3e92ab834886759b7f2ec60e10ee3490,92089452113
UN-6,PED-375181977992239991,SKU-4058406800403639811,PAI-3434053486312181156,COMBO,2022-08-19,2022-08-19T17:11:12,202212,REGULAR,MARCA-28,CAT-13,MT,CENTRO OESTE,Nossa Senhora do Livramento,,23.9,23.9,2.66,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-313,,1,22b9162944ad6d69419a19f2af5def63,67992239991
UN-6,PED-1789421614562785629,SKU-2515471277911846815,PAI-2515471277911846815,INDIVIDUAL,2022-07-13,2022-07-13T13:03:47,202210,REGULAR,MARCA-7,CAT-16,RS,SUL,Canoas,0,0,0,21.53,1. Faturado,1,1,Site,5. Outros,,CUPOM-313,1,,ba9ed0eb9f5b9c1e5712f6b2cddc1ef5,44562785629
UN-6,PED-8394174200818015622,SKU-2759790453921157018,PAI-2759790453921157018,INDIVIDUAL,2022-12-29,2022-12-29T18:47:50,202301,SEM INFO,MARCA-30,CAT-16,SP,SUDESTE,Nova Odessa,-10,0,0,28.73,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-299,1,,022c172c19e7d2fdb387c01cc5ef66fd,30818015622
UN-6,PED-8188187179750922340,SKU-3697351248885571682,PAI-3697351248885571682,INDIVIDUAL,2022-08-16,2022-08-16T11:46:29,202212,REGULAR,MARCA-39,CAT-16,SP,SUDESTE,São Paulo,0,0,0,35.93,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-313,1,,26cecbd41f12758e21f68f5b4799796b,59750922340
UN-6,PED-428433184347124578,SKU-5378848004026169205,PAI-5378848004026169205,INDIVIDUAL,2022-09-20,2022-09-20T22:17:06,202214,REGULAR,MARCA-1,CAT-15,BA,NORDESTE,Nazaré,0,57.53,57.53,14.4,1. Faturado,1,1,App,4. Brand Awareness,google,CUPOM-167,1,,b5d247b0da68fea6cb042f6edd3d38bd,74347124578
UN-6,PED-2819543285590446912,SKU-7732599992099905830,PAI-7732599992099905830,INDIVIDUAL,2022-07-27,2022-07-27T17:08:00,202211,PAIS,MARCA-36,CAT-15,SC,SUL,Joinville,,44,44,17.13,1. Faturado,1,1,App,2. Não Pagos,(direct),CUPOM-34,,1,33f463dc89e11eff234e7e9ef87d56f9,75590446912
UN-6,PED-617476275614326220,SKU-9184184373793837041,PAI-9184184373793837041,INDIVIDUAL,2022-02-14,2022-02-14T20:44:10,202203,REGULAR,MARCA-4,CAT-7,SP,SUDESTE,São José dos Campos,0,43.13,43.13,0,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-313,1,,9b338192daa4a04e333b16d47285a452,55614326220
UN-6,PED-2118158564976413151,SKU-761087379426297588,PAI-761087379426297588,INDIVIDUAL,2022-08-21,2022-08-21T18:57:41,202212,REGULAR,MARCA-46,CAT-13,GO,CENTRO OESTE,Luziânia,0,48.01,48.01,0.88,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-313,1,,9911ce6f049965bc122cc6c14d2e8d85,24976413151
UN-6,PED-2697071472943410982,SKU-876617313263182782,PAI-876617313263182782,INDIVIDUAL,2022-01-24,2022-01-24T17:25:15,202202,REGULAR,MARCA-20,CAT-7,SP,SUDESTE,Cerquilho,0,50.33,50.33,5.76,1. Faturado,1,1,App,2. Não Pagos,(direct),CUPOM-313,1,,5efaaf91ecbd3f7f469373126f0fc7c7,82943410982
UN-0,PED-555025447686000760,SKU-5281905317356921006,PAI-5281905317356921006,INDIVIDUAL,2022-02-13,2022-02-13T10:52:07,202203,SEM INFO,MARCA-44,CAT-16,SP,SUDESTE,Mococa,0,0,0,0.46,1. Faturado,1,1,Site,3. CRM,salesforce,CUPOM-277,1,,4d493997f005abd187f880cad41f1f47,47686000760
UN-6,PED-6178844169087366504,SKU-8157940991354824341,PAI-8157940991354824341,INDIVIDUAL,2022-09-11,2022-09-11T19:55:07,202213,REGULAR,MARCA-18,CAT-19,RJ,SUDESTE,Rio de Janeiro,,14.13,0,14.53,1. Faturado,1,1,App,3. CRM,salesfoce,CUPOM-313,,,434314b22c42c0fe8087680864383851,19087366504
UN-6,PED-9154659201975249016,SKU-6334428797673791496,PAI-6334428797673791496,individual,2022-05-27,2022-05-27T19:15:10,202208,NAMORADOS,MARCA-4,CAT-7,SC,SUL,Criciúma,,26.66,26.66,11.43,1. Faturado,1,1,App,4. Brand Awareness,google,CUPOM-272,,1,ad41798289719326d867193b46fb2be6,61975249016
UN-0,PED-5727369066185998472,SKU-2355376156740185278,PAI-2355376156740185278,individual,2022-07-08,2022-07-08T22:03:14,202210,SEM INFO,MARCA-16,CAT-16,PR,SUL,Almirante Tamandaré,0,0,0,0,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-313,1,,d13d5b8d23e2585cc67002d4acc76098,16185998472
UN-6,PED-7675001626774072648,SKU-2936423980646846168,PAI-2936423980646846168,INDIVIDUAL,2022-05-01,2022-05-01T12:13:44,202206,MAES,MARCA-4,CAT-15,RJ,SUDESTE,Rio de Janeiro,0,21.53,21.53,2.16,1. Faturado,1,1,App,2. Não Pagos,google-play,CUPOM-313,1,,e75e35de844e034d4f39fc416b56742f,86774072648
UN-6,PED-6993119268161940042,SKU-5586596628266453226,PAI-4208358177254004475,combo,2022-08-16,2022-08-16T12:45:19,202212,REGULAR,MARCA-28,CAT-13,SP,SUDESTE,Santo André,0,22.83,21.24,5.33,1. Faturado,1,1,Site,2. Não Pagos,(direct),CUPOM-313,1,,370d075a4a287c2d4e4d4a0d96a37c96,28161940042
UN-0,PED-185227306848742689,SKU-7120697049278124334,PAI-7020328914270561697,COMBO,2022-03-10,2022-03-10T20:46:55,202204,SEM INFO,MARCA-44,CAT-3,SP,SUDESTE,Indaiatuba,0,16.39,16.39,5.2,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-313,1,,b822d41589b17396e51a114029e3efb2,26848742689
UN-0,PED-2706872589366989656,SKU-659352829212407698,PAI-2247409603275902518,COMBO,2022-11-18,2022-11-18T22:46:17,202216,SEM INFO,MARCA-44,CAT-3,SP,SUDESTE,Mogi Guaçu,0,19.97,0,3.78,1. Faturado,1,1,Site,1. Pagos,livelo,CUPOM-313,1,,1203b43567af9fcd782f48cf9687c45c,19366989656
UN-0,PED-5114647901091371675,SKU-2463937730436844545,PAI-2463937730436844545,INDIVIDUAL,2022-04-23,2022-04-23T11:35:43,202206,SEM INFO,MARCA-27,CAT-13,SP,SUDESTE,São Caetano do Sul,0,17.68,13.61,5.1,1. Faturado,1,1,Site,1. Pagos,rakuten,CUPOM-313,1,,8bd362f0ebbb51ab460230333620a6ab,21091371675
UN-6,PED-6644041299802534192,SKU-3222910848874303723,PAI-3222910848874303723,INDIVIDUAL,2022-09-20,2022-09-20T10:17:25,202214,REGULAR,MARCA-25,CAT-16,RJ,SUDESTE,Duque de Caxias,0,8.57,8.57,20.16,1. Faturado,1,1,App,3. CRM,salesforce_clubeviva,CUPOM-126,1,,252d74096149712e5bab8441bf973228,19802534192
UN-6,PED-1245170668862343894,SKU-6624731811236059617,PAI-6624731811236059617,INDIVIDUAL,2022-04-02,2022-04-02T21:48:00,202205,REGULAR,MARCA-36,CAT-13,MA,NORDESTE,Buriticupu,,60.41,60.41,15.12,1. Faturado,1,1,App,1. Pagos,google,CUPOM-313,,,2e2aa4028c2b8f2d0c4d2b8b27ed82f2,68862343894
UN-6,PED-7525422430085827912,SKU-2444936885958362569,PAI-6611558920307547826,COMBO,2022-12-28,2022-12-28T14:40:59,202301,SEM INFO,MARCA-30,CAT-13,SP,SUDESTE,Sumaré,,66.76,66.76,23.17,1. Faturado,1,1,App,1. Pagos,Site,CUPOM-313,,,8e6a4fb77e141e1958db8130010acae7,80085827912
UN-6,PED-8686124465968675157,SKU-4368063959711659402,PAI-4368063959711659402,INDIVIDUAL,2022-05-06,2022-05-06T09:20:22,202206,MAES,MARCA-25,CAT-13,SP,SUDESTE,São Paulo,0,71.93,71.93,18,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-313,1,,d2fff6aca6bdce9804d9e952fde8ee8d,15968675157
UN-6,PED-7015863398607303316,SKU-4791373413620524896,PAI-4791373413620524896,individual,2022-01-13,2022-01-13T08:01:53,202201,REGULAR,MARCA-36,CAT-13,BA,NORDESTE,Rafael Jambeiro,0,66.17,66.17,16.56,1. Faturado,1,1,App,2. Não Pagos,google-play,CUPOM-313,1,,1d02daa8750b7c29c6190a84e43e198b,78607303316
UN-6,PED-222654777058075258,SKU-3700091995393040957,PAI-5410629272415479570,COMBO,2022-03-02,2022-03-02T18:03:47,202203,REGULAR,MARCA-4,CAT-7,BA,NORDESTE,Salvador,0,21.71,21.71,16.38,1. Faturado,1,1,App,3. CRM,salesforce_clubeviva,CUPOM-313,1,,6d33b5517a56e86679bf3ffdfcf63063,97058075258
UN-6,PED-6603458756538239015,SKU-6622924188950279747,PAI-6622924188950279747,INDIVIDUAL,2022-01-02,2022-01-02T18:57:02,202201,REGULAR,MARCA-9,CAT-25,AC,NORTE,Plácido de Castro,0,25.85,25.85,7.2,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-313,1,,4440ac1778e1c5945e60e864412023e7,96538239015
UN-0,PED-821678627580925161,SKU-2773183569125296510,PAI-2979620829518257215,COMBO,2022-11-06,2022-11-06T19:50:25,202216,SEM INFO,MARCA-44,CAT-3,SP,SUDESTE,Barueri,0,29.22,29.22,9.83,1. Faturado,1,1,Site,1. Pagos,facebook,CUPOM-457,1,,6ad1951e387fc9c92e4a183ec21d5a61,57580925161
UN-6,PED-31292669147893056,SKU-4056767354516088014,PAI-4056767354516088014,INDIVIDUAL,2022-11-02,2022-11-02T08:29:37,202216,REGULAR,MARCA-29,CAT-13,TO,NORTE,Palmas,,82.01,82.01,25.92,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-313,,1,baac2c9bc089effa974b27426664e3bd,39147893056
UN-0,PED-5797204581744054687,SKU-5625001242918421527,PAI-1074312114512783822,combo,2022-09-20,2022-09-20T23:31:50,202213,SEM INFO,MARCA-44,CAT-3,SP,SUDESTE,Nhandeara,0,23.24,0,4.11,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-135,1,,17c90834feb4d64b2f3e3ac9ccf13dc7,31744054687
UN-6,PED-8737319261891422406,SKU-1978701457296974786,PAI-1978701457296974786,INDIVIDUAL,2022-01-25,2022-01-25T22:10:01,202202,REGULAR,MARCA-23,CAT-13,SP,SUDESTE,São Paulo,0,71.21,71.21,47.52,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-36,1,,706df2f285b0b8f7d9a83d18554c3a2e,21891422406
UN-6,PED-8398678612746921973,SKU-8016805439301202388,PAI-8016805439301202388,INDIVIDUAL,2022-07-11,2022-07-11T21:53:13,202210,REGULAR,MARCA-39,CAT-16,SP,SUDESTE,Amparo,0,23.57,21.46,50.4,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-313,1,,765401e110add005dd64b84fbace25f9,32746921973
UN-6,PED-2697071472943410982,SKU-3194600692144571005,PAI-3194600692144571005,INDIVIDUAL,2022-01-24,2022-01-24T17:25:15,202202,REGULAR,MARCA-4,CAT-16,SP,SUDESTE,Cerquilho,-10,0,0,10.73,1. Faturado,1,1,App,2. Não Pagos,(direct),CUPOM-313,1,,5efaaf91ecbd3f7f469373126f0fc7c7,82943410982
UN-6,PED-693637917241930133,SKU-3697351248885571682,PAI-3697351248885571682,INDIVIDUAL,2022-08-15,2022-08-15T16:07:15,202212,REGULAR,MARCA-39,CAT-16,RS,SUL,Porto Alegre,0,0,0,35.93,1. Faturado,1,1,App,2. Não Pagos,(direct),CUPOM-313,1,,75c48135d9bce6639f6faf141bc3012d,97241930133
UN-0,PED-118327066686383874,SKU-5312830843551616475,PAI-5312830843551616475,INDIVIDUAL,2022-04-03,2022-04-03T19:43:16,202205,SEM INFO,MARCA-27,CAT-19,SP,SUDESTE,São José dos Campos,0,15.55,15.55,3.89,1. Faturado,1,1,Site,2. Não Pagos,google,CUPOM-135,1,,f9050c425667c10ecc3de8ad744096b7,26686383874
UN-6,PED-3055332601482397672,SKU-2930573635451159224,PAI-2930573635451159224,INDIVIDUAL,2022-09-03,2022-09-03T19:50:54,202213,REGULAR,MARCA-31,CAT-13,SP,SUDESTE,São Paulo,,122.1,122.1,21.83,1. Faturado,1,1,App,2. Não Pagos,google-play,CUPOM-313,,,71dd5968b621b1a7c2e82fbd442d7aca,11482397672
UN-0,PED-5030037367424433201,SKU-8208681532556493945,PAI-8208681532556493945,INDIVIDUAL,2022-11-04,2022-11-04T20:27:28,202216,SEM INFO,MARCA-47,CAT-16,MG,SUDESTE,Belo Horizonte,0,0,0,0.46,1. Faturado,1,1,Site,4. Brand Awareness,bing,CUPOM-244,1,,36236339ed81d05ab5fadeba72bf9f75,17424433201
UN-6,PED-7194183158282950690,SKU-7649286429806936367,PAI-526490033374755613,COMBO,2022-07-08,2022-07-08T13:41:40,202210,REGULAR,MARCA-4,CAT-9,RN,NORDESTE,Jucurutu,0,27.29,27.29,0,1. Faturado,1,1,Site,5. Outros,,CUPOM-313,1,,e10f0751c3a0c60ecca4356fc6ac87a7,48282950690
UN-6,PED-7020230848695755636,SKU-3818774453772539067,PAI-3818774453772539067,INDIVIDUAL,2022-07-13,2022-07-13T10:13:27,202210,REGULAR,MARCA-46,CAT-7,SP,SUDESTE,São Carlos,,26.07,22.97,15.84,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-313,,,0dfe466a0acea77bcf1876ea422367b0,98695755636
UN-6,PED-4522086320713976003,SKU-6774852377135307011,PAI-6774852377135307011,INDIVIDUAL,2022-08-01,2022-08-01T10:32:24,202211,PAIS,MARCA-25,CAT-16,AL,NORDESTE,Maceió,0,0,0,2.38,1. Faturado,1,1,Site,2. Não Pagos,google,CUPOM-313,1,,2c97a248f2b5fdd8f8e0ad2b1cdbf14d,60713976003
UN-0,PED-7217651474663907951,SKU-1237270082096933396,PAI-5101213126736949893,COMBO,2022-02-23,2022-02-23T10:28:08,202204,SEM INFO,MARCA-44,CAT-3,RN,NORDESTE,Mossoró,0,21.28,0,17.98,1. Faturado,1,1,Site,1. Pagos,rakuten,CUPOM-118,1,,577db2594fd18510f11d99e517804479,54663907951
UN-6,PED-6506993484895218209,SKU-3532840644043999121,PAI-3532840644043999121,INDIVIDUAL,2022-11-24,2022-11-24T14:43:27,202216,REGULAR,MARCA-33,CAT-21,SP,SUDESTE,São Paulo,0,4.49,4.32,0.65,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-313,,,ec316ec48b83e26c7f6b3fe4f663ac4f,64895218209
UN-6,PED-8871470122174465900,SKU-3823609530126007896,PAI-3823609530126007896,INDIVIDUAL,2022-08-24,2022-08-24T12:57:30,202212,REGULAR,MARCA-4,CAT-7,MG,SUDESTE,Barbacena,,20.3,20.3,8.42,1. Faturado,1,1,App,1. Pagos,affiliatewindow_int,CUPOM-313,,1,13c039fb3aa7574b28ee8cb79516ca29,32174465900
UN-0,PED-1502234807942953898,SKU-8611608481468984874,PAI-8611608481468984874,INDIVIDUAL,2022-09-23,2022-09-23T14:59:08,202214,SEM INFO,MARCA-31,CAT-16,SP,SUDESTE,Campinas,0,,0,0.01,4. Cancelado,0,0,Site,1. Pagos,facebook,CUPOM-244,1,,95828d344b06f80b6db818a5be2a31d4,87942953898
